Address,VAT_Status,Property_Description,condition on Property_Description,Size_Description,Price_Euro,Sale_Date,Year,Town
"10 Castlepark Grove, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,433481.05,10-Dec-15,2015,Maynooth
"12 The Way, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,245814.98,10-Dec-15,2015,Maynooth
"26 The Downs, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,,396475,17-Dec-19,2019,Maynooth
"IVY HOUSE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,420000,15-Jun-15,2015,Maynooth
"13 CASTLEPARK AVE, DUNBOYNE ROAD, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255000,06-Dec-11,2011,Maynooth
"15 BEAUFIELD DR, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,173000,17-Dec-13,2013,Maynooth
"17 THE WAY, NEWTOWN HALL, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,245814.97,14-Dec-15,2015,Maynooth
"46 CARTON SQ, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,193000,17-Dec-13,2013,Maynooth
"6 POUND LANE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,17-Dec-13,2013,Maynooth
"1 PARKLANDS RISE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,461000,27-Aug-20,2020,Maynooth
"9 LEINSTER COTTAGES, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,179000,17-Dec-13,2013,Maynooth
"14 The Avenue, Newtown Hall, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,255000,08-May-12,2012,Maynooth
"24 MEADOWBROOK COURT, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,17-Dec-15,2015,Maynooth
"39 Castlepark Square, Castlepark, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,400000,18-Dec-13,2013,Maynooth
"18 Lyreen Close, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,422908,26-Aug-20,2020,Maynooth
"201 Griffinrath Hall, Celbridge Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,144300,22-Dec-10,2010,Maynooth
"6 The Green, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,273127.76,18-Dec-13,2013,Maynooth
"40 Silken Vale, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,252000,22-Dec-10,2010,Maynooth
"7 Hayfield Mnaor, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,305022,18-Dec-15,2015,Maynooth
"35 THE STEEPLES, MOYGLARE ABBEY, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,515000,15-Aug-19,2019,Maynooth
"Apartment 47, Carton Square, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,131000,11-May-12,2012,Maynooth
"74 CLUAIN AOIBHINN, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,269000,18-Dec-15,2015,Maynooth
"2 COATES LANE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,125000,19-Dec-13,2013,Maynooth
"5 Parsons Hall, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,413500,19-Dec-13,2013,Maynooth
"4 Hayfield, Straffan Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255506.6,21-Dec-15,2015,Maynooth
"51 COLLEGE GREEN, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,235000,21-Dec-15,2015,Maynooth
"2  Castlepark Ave., Castlepark  Dunboyne Rd., Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,327642,17-May-12,2012,Maynooth
"Archerstown House, Railpark, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,990000,21-Dec-15,2015,Maynooth
"14 THE GERALDINE, MANOR MILLS, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,200000,22-Dec-15,2015,Maynooth
"2 Hayfield, Maynooth, Co Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255506.6,22-Dec-15,2015,Maynooth
"25 BEAUFIELD GARDENS, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,22-Dec-15,2015,Maynooth
"3 Hayfield, Straffan Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255506.6,22-Dec-15,2015,Maynooth
"77 CASTLE DAWSON, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,380000,22-Dec-15,2015,Maynooth
"19 The Way, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,308370,23-Dec-15,2015,Maynooth
"23 Meadowbrook Avenue, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,221000,04-Mar-10,2010,Maynooth
"45 MAYNOOTH PARK, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,285000,23-Dec-15,2015,Maynooth
"10 Lyreen Close, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,422908,19-Aug-20,2020,Maynooth
"17 MOYGLARE COURT, MOYGLARE RD, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,153500,22-Aug-19,2019,Maynooth
"3 Lyreen Avenue, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,343611,13-Dec-19,2019,Maynooth
"2 The Lawns, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,198237.88,23-May-12,2012,Maynooth
"6 CASTLE DAWSON, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,350000,23-Dec-15,2015,Maynooth
"7 NEWTOWN COURT, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,270000,23-Dec-15,2015,Maynooth
"27 Moyglare Village, Maynooth, Co. Kildare",No,Second-Hand Dwelling house /Apartment,1,,245000,04-Jan-16,2016,Maynooth
"5 KINGSBRY, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,242000,04-Aug-20,2020,Maynooth
"CLONAGH, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,440000,20-Dec-13,2013,Maynooth
"51 KINGSBRY, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,205000,07-Jan-16,2016,Maynooth
"17 The Rise, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,299558,08-Jan-16,2016,Maynooth
"8 Straffan Place, Straffan Wood, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,115000,06-Feb-14,2014,Maynooth
"2 Lyreen Close, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,422906,13-Dec-19,2019,Maynooth
"26 LEINSTER WOOD, CARTON DEMESNE, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,610000,27-Jan-20,2020,Maynooth
"20 LAWRENCES AVE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,267000,11-Jan-16,2016,Maynooth
"9 Castlepark Grove, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,440529,03-Dec-15,2015,Maynooth
"22 MEADOWBROOK LAWNS, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,320000,13-Jan-16,2016,Maynooth
"87 CASTLEDAWSON, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,280000,13-Jan-16,2016,Maynooth
"28 THE DRIVE, STRAFFAN WOOD, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,220000,15-Jan-16,2016,Maynooth
"3 PARKLANDS LAWN, PARKLANDS, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,349000,14-Jan-11,2011,Maynooth
"3 THE PADDOCKS, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,360000,18-Jan-16,2016,Maynooth
"71 GRIFFIN RATH HALL, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,230000,20-Jan-16,2016,Maynooth
"12 Lyreen Glen, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,242487.22,13-Dec-19,2019,Maynooth
"41 CARTON SQ, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,212000,09-Jan-14,2014,Maynooth
"14 BROOKFIELD PARK, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,175750,10-Jan-14,2014,Maynooth
"30 MANOR COURT, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,130000,10-Jan-14,2014,Maynooth
"12 The Park, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,303855,31-May-12,2012,Maynooth
"54 KINGSBRY, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,274000,10-Oct-19,2019,Maynooth
"82 CASTLEDAWSON, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,295000,27-Jan-16,2016,Maynooth
"75 GRIFFIN RATH HALL, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,29-Jan-16,2016,Maynooth
"8 CASTLEKEEP HOUSE, LYREEN MANOR, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,247000,31-Jan-16,2016,Maynooth
"79 Rail Park, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,240000,17-Jul-10,2010,Maynooth
"288 OLD GREENFIELD AVENUE, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,259500,11-Dec-19,2019,Maynooth
"29 Castlepark Square, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,365638.76,27-Jan-14,2014,Maynooth
"13 SILKEN VALE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,300000,05-Feb-16,2016,Maynooth
"2 BEAUFIELD AVE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,166000,28-Jan-14,2014,Maynooth
"21 ROCKFIELD GROVE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,352000,05-Feb-16,2016,Maynooth
"3 The Way, Newtown, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,244052,01-Dec-15,2015,Maynooth
"Apt 7 Block 1, The View Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,185022,16-Jul-10,2010,Maynooth
"5 THE STEEPLES, MOYGLARE ABBEY, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,245000,30-Jan-14,2014,Maynooth
"16 THE RISE, MOYGLARE HALL, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,300562,08-Feb-16,2016,Maynooth
"14 Lyreen Lawn, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,325990,10-Dec-19,2019,Maynooth
"20 THE LAWNS, MOYGLARE HALL, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,435000,03-Jul-20,2020,Maynooth
"20 Rockfield Green, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,270000,31-Jan-14,2014,Maynooth
"PIKE BRIDGE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,570000,08-Feb-16,2016,Maynooth
"189 Griffin Rath Hall, Celbridge Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,138326,19-Jul-10,2010,Maynooth
"9 The Paddocks, Moyglare Abbey, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,230000,08-Jun-12,2012,Maynooth
"748 OLD GREENFIELD, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,242000,29-Jun-20,2020,Maynooth
"26 Brookfield Avenue, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,130000,10-Feb-16,2016,Maynooth
"196 griffinrath hall, maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,176211.39,27-Jan-11,2011,Maynooth
"34 Castlepark Square  Castlepark, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,400000,06-Dec-13,2013,Maynooth
"NO 28 THE WAY, NEWTOWN HALL, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,317180,12-Feb-16,2016,Maynooth
"No. 5 The Way, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,317180.62,12-Feb-16,2016,Maynooth
"12 LEINSTER COTTAGES, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,328000,15-Feb-16,2016,Maynooth
"4 CASTLEBRIDGE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,370000,15-Feb-16,2016,Maynooth
"2 Castlepark View, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,265198,10-Feb-14,2014,Maynooth
"198 Griffinrath Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,149780,11-Feb-14,2014,Maynooth
"24 LEINSTER WOOD SOUTH, CARTON DEMESNE, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,600916,11-Feb-14,2014,Maynooth
"66 CARTON SQ, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,210000,11-Feb-14,2014,Maynooth
"Apartment 39, Carton Square, Dillons Row Maynooth",No,Second-Hand Dwelling house /Apartment,1,,136000,18-Jun-12,2012,Maynooth
"7 BEAUFIELD GARDENS, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,320000,18-Jun-20,2020,Maynooth
"20 CARTON WOOD, DUBLIN ROAD, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,355000,06-Dec-19,2019,Maynooth
"3 Castlepark Avenue, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,346600,19-Jun-12,2012,Maynooth
"3 Templewood, Carton Demesne, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 125 sq metres,342000,13-Feb-14,2014,Maynooth
"2 Beaufield Drive, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,160000,17-Jun-11,2011,Maynooth
"25 The Lawn, Straffan Wood, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,217500,26-Feb-16,2016,Maynooth
"36 straffan close, straffan wood, maynooth",No,Second-Hand Dwelling house /Apartment,1,,20000,02-Mar-10,2010,Maynooth
"18 Harbour View, Maynooth, County Kildare",No,Second-Hand Dwelling house /Apartment,1,,147000,17-Dec-10,2010,Maynooth
"23 The Way, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,308370,29-Feb-16,2016,Maynooth
"220 KINGSBRY, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,265000,03-Mar-16,2016,Maynooth
"6 HARBOUR VIEW, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,220000,09-Jun-20,2020,Maynooth
"22 SILKEN VALE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,325000,03-Mar-16,2016,Maynooth
"26 Castlepark Square, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,362555.06,21-Feb-14,2014,Maynooth
"1 The Green, Moyglare Hall, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,297500,05-Dec-12,2012,Maynooth
"48 Carton Court, Maynooth, Co. Kildare",No,Second-Hand Dwelling house /Apartment,1,,203500,15-Jun-12,2012,Maynooth
"31 Carton Square, Maynooth, Co. Kildare",No,Second-Hand Dwelling house /Apartment,1,,180000,15-Jul-10,2010,Maynooth
"179 Griffinrath Hall, Maynooth, Co. Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,149779.73,24-Feb-14,2014,Maynooth
"21 GRIFFINRATH MANOR, CELBRIDGE ROAD, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,431717.86,26-Feb-14,2014,Maynooth
"28 THE LAWNS, MOYGLARE ABBEY, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,410000,27-Feb-14,2014,Maynooth
"14 LYREEN PLACE, MARIAVILLA, MAYNOOTH",Yes,New Dwelling house /Apartment,0,,339207.05,05-Dec-19,2019,Maynooth
"KILMACREDOCK UPPER, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,500000,28-May-20,2020,Maynooth
"7  Meadowbrook Avenue, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,185000,08-Feb-11,2011,Maynooth
"18 The Rise, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,317000,21-Dec-15,2015,Maynooth
"6 Dillon's Row, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,265000,26-Apr-10,2010,Maynooth
"1 Hayfield, Straffan Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,405285,16-Mar-16,2016,Maynooth
"17 Lyreen Place, Mariavilla, Maynooth",Yes,New Dwelling house /Apartment,0,,390000,03-Dec-19,2019,Maynooth
"15 The Green, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,264317.18,04-Mar-14,2014,Maynooth
"6 Hayfield, Straffan Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,211454,21-Mar-16,2016,Maynooth
"21 The Green, Newtown Hall, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,218500,06-Jul-12,2012,Maynooth
"56 GRIFFIN RATH HALL, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,195000,22-Mar-16,2016,Maynooth
"16 LYREEN PLACE, MARIAVILLA, MAYNOOTH",Yes,New Dwelling house /Apartment,0,,343611,02-Dec-19,2019,Maynooth
"13 Castlepark Grove, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,458149.78,23-Mar-16,2016,Maynooth
"6 THE CLOSE, MOYGLARE HALL, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,177973,06-Mar-14,2014,Maynooth
"3 Castlepark Avenue, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,263000,10-Jul-12,2012,Maynooth
"5 LEINSTER WOOD, CARTON, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,750000,10-Mar-14,2014,Maynooth
"38 LAURENCE AVE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,292000,12-Aug-19,2019,Maynooth
"No.8 Castlepark Grove, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,458149.78,13-Nov-15,2015,Maynooth
"26 Castlepark Drive, Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,344494,14-May-15,2015,Maynooth
"46 The Green, Moyglare Hall Moyglare Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,322000,03-Feb-11,2011,Maynooth
"24 THE CRESCENT, MOYGLARE HALL, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,300000,07-Apr-16,2016,Maynooth
"24 CARTON SQ, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,147000,10-Feb-14,2014,Maynooth
"17 The Green, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,286343.61,19-Jul-12,2012,Maynooth
"45 THE WALK, MOYGLARE HALL, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,295000,25-Jul-19,2019,Maynooth
"14 BEAUFIELD CRESCENT, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,249000,08-Apr-16,2016,Maynooth
"22 GERALDINE HOUSE, LYREEN MANOR, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,192500,08-Apr-16,2016,Maynooth
"71 MOYGLARE VILLAGE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,285000,09-Apr-20,2020,Maynooth
"18 Castlepark Avenue, Castlepark  Dunboyne Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,244493.39,20-Jul-12,2012,Maynooth
"13 The Way, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,317180.62,11-Apr-16,2016,Maynooth
"37 Rail Park, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,200000,20-Jul-12,2012,Maynooth
"18 The Lawns, Moyglare Hall, Moyglare Road Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255000,21-Mar-14,2014,Maynooth
"2 THE AVENUE, MOYGLARE HALL  MOYGLARE ROAD, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,405000,03-Apr-20,2020,Maynooth
"2 The Green, Moyglare Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,273126,21-Mar-14,2014,Maynooth
"40 STRAFFAN GROVE, STRAFFAN WOODS, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,159000,11-Apr-16,2016,Maynooth
"66 Leinster Wood, Carton Demense, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,544493,07-Mar-14,2014,Maynooth
"11 Beaufield Grove, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,275000,22-Feb-11,2011,Maynooth
"1 Catlepark View, Maynooth, Co. Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,273127.74,07-Feb-14,2014,Maynooth
"Main Street, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,75000,23-Jul-10,2010,Maynooth
"7 Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,279000,21-Apr-16,2016,Maynooth
"11 THE STEEPLES, MOYGLARE ABBEY, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,340000,22-Apr-16,2016,Maynooth
"19 THE PADDOCK, MOYGLARE ABBEY, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,573000,27-Sep-19,2019,Maynooth
"16 CASTLEKEEP HOUSE, LYREEN MANOR, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,252000,22-Apr-16,2016,Maynooth
"20 WOODLANDS, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,360000,22-Apr-16,2016,Maynooth
"22 BEAUFIELD GARDENS, MAYNOOTH, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,277000,09-Aug-19,2019,Maynooth
"26 MEADOWBROOK AVE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,245000,22-Apr-16,2016,Maynooth
"67 Leinster Wood, Carton Demesne, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,430000,27-Mar-14,2014,Maynooth
"9 THE COURT, NEWTOWN HALL, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,268000,25-Sep-19,2019,Maynooth
"23 MOYGLARE VILLAGE, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,305000,06-Nov-15,2015,Maynooth
"7CASTLE PARK VIEW, CASTLEPARK, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,245972,28-Mar-14,2014,Maynooth
"7 Leinster Wood South, Carton Demesne, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,750000,24-Feb-11,2011,Maynooth
"2 STRAFFAN CRESCENT, STRAFFAN WOOD, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,225000,28-Apr-16,2016,Maynooth
"4  The Lawn, Newtown Hall, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,245814.97,28-Apr-16,2016,Maynooth
"CLONFERT, MAYNOOTH, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,547000,28-Apr-16,2016,Maynooth
"Main Street, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,25000,23-Jul-10,2010,Maynooth
"3 Ard na Greine, Celbridge Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,519000,29-Apr-16,2016,Maynooth
"11 Lyreen Close, Mariaville, Maynooth",Yes,New Dwelling house /Apartment,0,,422907,22-Dec-20,2020,Maynooth
"46 THE WALK, MOYGLARE HALL, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,237000,04-May-16,2016,Maynooth
"1 Kyldar House, Lyreen Manor, Maynooth",No,Second-Hand Dwelling house /Apartment,1,,155000,31-Jul-12,2012,Maynooth
"9  Hayfield, Straffon Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,250000,05-May-16,2016,Maynooth
"12 Hayfield, Straffan Road, MAYNOOTH",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,220264.31,06-May-16,2016,Maynooth
"1 PARKLANDS LODGE, OLD RAIL PARK, MAYNOOTH",No,Second-Hand Dwelling house /Apartment,1,,350000,12-Mar-20,2020,Maynooth
"17 The Lawns, Moyglare Hall  Moyglare Road, Maynooth",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,211925,09-Apr-14,2014,Maynooth
